date,channel,spend,reach,impressions
2022-11-30,Social,1583.51,378704,872795
2022-11-30,Search,763.76,135696,283336
2022-12-01,TV,5089.05,394826,824415
2022-12-01,Digital,2654.25,508311,2299811
2022-12-01,Social,1370.12,340465,886976
2022-12-01,Search,904.42,163555,360074
2022-12-02,TV,3515.83,254920,565203
2022-12-02,Digital,2894.53,545146,2200307
2022-12-02,Social,1255.93,285409,720013
2022-12-02,Search,998.82,177219,365126
2022-12-03,TV,3554.28,285001,526890
2022-12-03,Digital,2128.47,468093,1817167
2022-12-03,Social,802.93,188239,462468
2022-12-03,Search,637.65,107493,274555
2022-12-04,TV,3706.41,285106,586150
2022-12-04,Digital,2094.44,383515,1674285
2022-12-04,Social,1040.08,274626,661005
2022-12-04,Search,718.91,129429,281164
2022-12-05,TV,4953.01,435661,693249
2022-12-05,Digital,2979.19,640424,2513345
2022-12-05,Social,1232.40,329177,685727
2022-12-05,Search,896.19,163230,325600
2022-12-06,TV,4813.04,386253,755735
2022-12-06,Digital,2280.41,434757,1880092
2022-12-06,Social,1345.89,325631,807671
2022-12-06,Search,829.96,144529,357589
2022-12-07,TV,3205.83,239763,470372
2022-12-07,Digital,2597.07,496406,2003393
2022-12-07,Social,1299.96,344366,792700
2022-12-07,Search,819.40,139242,329962
2022-12-08,TV,4930.38,379025,790797
2022-12-08,Digital,2888.59,593327,2420426
2022-12-08,Social,1270.90,346714,765981
2022-12-08,Search,963.95,165730,382266
2022-12-09,TV,4413.09,356029,655526
2022-12-09,Digital,2715.31,559551,2326968
2022-12-09,Social,1441.64,354217,859335
2022-12-09,Search,765.26,142689,299227
2022-12-10,TV,3875.89,329242,635414
2022-12-10,Digital,2261.51,413144,1866781
2022-12-10,Social,1061.97,258735,639413
2022-12-10,Search,606.38,111527,219926
2022-12-11,TV,4385.82,380654,614050
2022-12-11,Digital,2016.50,430976,1455460
2022-12-11,Social,877.65,228079,542367
2022-12-11,Search,624.69,120036,244130
2022-12-12,TV,4855.45,381591,784005
2022-12-12,Digital,2762.37,500902,2386434
2022-12-12,Social,1352.17,322289,799098
2022-12-12,Search,925.38,166874,348776
2022-12-13,TV,4136.27,341878,561157
2022-12-13,Digital,2823.08,553838,2349186
2022-12-13,Social,1408.45,382605,791497
2022-12-13,Search,791.20,133399,310804
2022-12-14,TV,6025.67,495780,953761
2022-12-14,Digital,1854.07,379291,1563677
2022-12-14,Social,1056.37,260444,598080
2022-12-14,Search,885.71,167716,366773
2022-12-15,TV,5077.77,403843,716765
2022-12-15,Digital,2389.22,469692,1836709
2022-12-15,Social,1451.24,376858,934911
2022-12-15,Search,654.66,117927,260900
2022-12-16,TV,3998.69,308053,659094
2022-12-16,Digital,2860.83,551870,2069822
2022-12-16,Social,1251.10,290132,799967
2022-12-16,Search,739.42,138272,269662
2022-12-17,TV,3368.30,283744,532006
2022-12-17,Digital,1609.82,324865,1262476
2022-12-17,Social,1008.88,246708,567410
2022-12-17,Search,611.40,100393,223513
2022-12-18,TV,3868.56,338091,626279
2022-12-18,Digital,1529.89,276287,1148432
2022-12-18,Social,1088.78,286717,654442
2022-12-18,Search,517.65,95332,214219
2022-12-19,TV,4148.55,309298,574988
2022-12-19,Digital,2309.93,430009,1922760
2022-12-19,Social,1667.37,439569,947075
2022-12-19,Search,787.31,130107,329886
2022-12-20,TV,5816.28,495300,838932
2022-12-20,Digital,2281.46,434610,1790571
2022-12-20,Social,1320.09,344410,806528
2022-12-20,Search,863.00,161149,356584
2022-12-21,TV,5314.90,448244,870203
2022-12-21,Digital,2472.21,474911,2171421
2022-12-21,Social,1301.50,311207,823865
2022-12-21,Search,818.57,150598,322093
2022-12-22,TV,5723.81,428565,878650
2022-12-22,Digital,2561.62,545063,2024370
2022-12-22,Social,1488.08,380001,832566
2022-12-22,Search,834.60,165230,315944
2022-12-23,TV,6054.59,462854,960200
2022-12-23,Digital,2177.60,462672,1810851
2022-12-23,Social,1396.62,371643,766804
2022-12-23,Search,645.25,121364,238053
2022-12-24,TV,2695.50,194317,415163
2022-12-24,Digital,2006.53,437733,1531732
2022-12-24,Social,1029.48,277085,621109
2022-12-24,Search,681.28,131551,286609
2022-12-25,TV,4046.05,333426,576878
2022-12-25,Digital,1842.43,388561,1598055
2022-12-25,Social,837.46,215815,461588
2022-12-25,Search,463.41,75097,201657
2022-12-26,TV,5060.73,368777,774151
2022-12-26,Digital,2318.97,431891,1903710
2022-12-26,Social,1731.65,407248,1041729
2022-12-26,Search,901.92,163624,362034
2022-12-27,TV,6538.42,477627,913940
2022-12-27,Digital,1931.90,359349,1442153
2022-12-27,Social,1573.04,405159,994867
2022-12-27,Search,781.29,149996,333919
2022-12-28,TV,4167.54,344106,565023
2022-12-28,Digital,3308.76,615071,2651050
2022-12-28,Social,1174.79,297512,724833
2022-12-28,Search,779.69,139415,297878
2022-12-29,TV,5838.79,459907,891992
2022-12-29,Digital,2716.00,501084,2216189
2022-12-29,Social,1646.84,384660,982622
2022-12-29,Search,681.80,120071,246297
2022-12-30,TV,5400.03,390249,830239
2022-12-30,Digital,2544.84,504519,2091089
2022-12-30,Social,1551.04,381654,962732
2022-12-30,Search,455.62,88283,174252
2022-12-31,TV,4019.10,313906,621066
2022-12-31,Digital,2413.28,496356,1866533
2022-12-31,Social,736.85,183644,398419
2022-12-31,Search,611.57,103007,256163
2023-01-01,TV,1193.16,98464,171752
2023-01-01,Digital,770.83,159026,601117
2023-01-01,Social,330.94,75951,215484
2023-01-01,Search,215.36,42306,85429
2023-01-02,TV,1671.05,144632,254161
2023-01-02,Digital,914.38,179403,777787
2023-01-02,Social,430.88,105064,272027
2023-01-02,Search,247.93,40171,107467
2023-01-03,TV,1604.15,118911,253368
2023-01-03,Digital,951.96,197616,691815
2023-01-03,Social,382.01,94067,229259
2023-01-03,Search,329.44,54307,132639
2023-01-04,TV,1447.59,126036,224941
2023-01-04,Digital,879.50,192466,756189
2023-01-04,Social,470.18,126411,282671
2023-01-04,Search,248.93,41642,96629
2023-01-05,TV,1613.69,129054,242913
2023-01-05,Digital,700.85,133903,584488
2023-01-05,Social,233.85,63850,132758
2023-01-05,Search,361.06,58990,141627
2023-01-06,TV,1248.88,109305,183876
2023-01-06,Digital,884.50,179917,655142
2023-01-06,Social,370.16,92254,240368
2023-01-06,Search,251.99,48872,108961
2023-01-07,TV,1313.86,99991,201210
2023-01-07,Digital,659.63,128942,492428
2023-01-07,Social,279.53,63049,164933
2023-01-07,Search,235.74,38807,93424
2023-01-08,TV,1503.03,112472,243154
2023-01-08,Digital,583.89,113904,512449
2023-01-08,Social,443.58,114384,247748
2023-01-08,Search,170.21,33179,69490
2023-01-09,TV,1972.97,148851,310830
2023-01-09,Digital,788.23,165048,676633
2023-01-09,Social,380.75,99188,226210
2023-01-09,Search,308.18,52003,133537
2023-01-10,TV,1477.64,112231,222763
2023-01-10,Digital,878.78,159898,765952
2023-01-10,Social,496.01,131768,273540
2023-01-10,Search,195.59,33094,78671
2023-01-11,TV,1830.10,134245,301474
2023-01-11,Digital,1034.13,202789,749423
2023-01-11,Social,489.98,111461,322143
2023-01-11,Search,257.81,48246,111990
2023-01-12,TV,1882.25,158018,257906
2023-01-12,Digital,974.67,206334,817349
2023-01-12,Social,376.72,101161,236475
2023-01-12,Search,209.25,38146,78973
2023-01-13,TV,1797.52,152761,269396
2023-01-13,Digital,893.65,166300,734300
2023-01-13,Social,411.71,104808,249006
2023-01-13,Search,272.75,50512,116361
2023-01-14,TV,1190.56,100691,194293
2023-01-14,Digital,674.93,125143,584066
2023-01-14,Social,275.33,70882,150515
2023-01-14,Search,286.37,48275,110810
2023-01-15,TV,1302.64,103887,192528
2023-01-15,Digital,760.87,155480,645266
2023-01-15,Social,311.44,84179,183154
2023-01-15,Search,195.23,38060,79159
2023-01-16,TV,2944.94,255442,484058
2023-01-16,Digital,1127.14,204415,989668
2023-01-16,Social,545.47,146712,300127
2023-01-16,Search,443.22,82314,168281
2023-01-17,TV,2695.36,211682,372001
2023-01-17,Digital,1095.71,220289,889165
2023-01-17,Social,678.34,178556,440815
2023-01-17,Search,385.92,71436,162740
2023-01-18,TV,2367.47,179848,386327
2023-01-18,Digital,1155.22,230617,854035
2023-01-18,Social,659.66,150815,371584
2023-01-18,Search,426.43,79220,164285
2023-01-19,TV,2297.43,183655,344330
2023-01-19,Digital,1187.83,244329,869160
2023-01-19,Social,711.86,168203,391764
2023-01-19,Search,387.44,70793,160035
2023-01-20,TV,2537.81,196265,389961
2023-01-20,Digital,1151.16,245695,938908
2023-01-20,Social,681.39,169811,385119
2023-01-20,Search,407.52,66610,156432
2023-01-21,TV,1876.69,165037,268839
2023-01-21,Digital,995.47,197046,804334
2023-01-21,Social,533.18,131463,316323
2023-01-21,Search,297.76,58513,117100
2023-01-22,TV,1919.02,168457,312205
2023-01-22,Digital,962.63,207345,799653
2023-01-22,Social,414.61,109402,254153
2023-01-22,Search,305.05,58054,125188
2023-01-23,TV,2877.05,246429,472555
2023-01-23,Digital,1134.81,208342,943266
2023-01-23,Social,680.37,171392,395739
2023-01-23,Search,382.32,65624,149366
2023-01-24,TV,2440.94,207536,370413
2023-01-24,Digital,1164.32,226065,838581
2023-01-24,Social,537.68,140573,342463
2023-01-24,Search,470.36,81632,200753
2023-01-25,TV,2308.99,189121,358060
2023-01-25,Digital,1452.57,275923,1200731
2023-01-25,Social,651.29,162559,388649
2023-01-25,Search,382.45,62654,138029
2023-01-26,TV,2363.87,170675,341212
2023-01-26,Digital,1503.85,324397,1110979
2023-01-26,Social,622.77,163824,381451
2023-01-26,Search,402.24,76579,162372
2023-01-27,TV,2624.09,189947,370705
2023-01-27,Digital,1459.58,285062,1230467
2023-01-27,Social,642.41,145823,386504
2023-01-27,Search,295.63,57632,119290
2023-01-28,TV,1261.37,103500,196523
2023-01-28,Digital,1087.34,196636,860272
2023-01-28,Social,437.22,105406,268001
2023-01-28,Search,291.62,50790,127631
2023-01-29,TV,1484.76,123752,209646
2023-01-29,Digital,1033.27,194408,783091
2023-01-29,Social,470.04,107064,264534
2023-01-29,Search,274.71,54248,105487
2023-01-30,TV,2592.91,207732,354198
2023-01-30,Digital,1005.52,211908,793475
2023-01-30,Social,770.64,196711,460811
2023-01-30,Search,416.09,81918,169651
2023-01-31,TV,2862.27,211463,446453
2023-01-31,Digital,1241.95,228153,1060938
2023-01-31,Social,684.33,187474,440623
2023-01-31,Search,317.10,52269,119220
2023-02-01,TV,3529.88,276166,487150
2023-02-01,Digital,1566.93,303062,1197305
2023-02-01,Social,872.78,203490,513128
2023-02-01,Search,581.35,98082,214836
2023-02-02,TV,2931.08,224884,435688
2023-02-02,Digital,1535.55,318395,1348281
2023-02-02,Social,965.28,246175,575736
2023-02-02,Search,617.31,100160,245809
2023-02-03,TV,3244.01,248946,508636
2023-02-03,Digital,2070.98,452184,1509895
2023-02-03,Social,617.61,162820,401586
2023-02-03,Search,524.27,101831,192090
2023-02-04,TV,2559.16,214801,408662
2023-02-04,Digital,1120.34,227307,937356
2023-02-04,Social,587.22,155397,373744
2023-02-04,Search,395.34,78246,146505
2023-02-05,TV,2315.94,192802,352686
2023-02-05,Digital,1358.68,294716,1057226
2023-02-05,Social,737.29,180058,463593
2023-02-05,Search,421.17,72796,155993
2023-02-06,TV,2719.06,215280,384698
2023-02-06,Digital,1706.90,333751,1338560
2023-02-06,Social,776.20,189911,423015
2023-02-06,Search,694.01,122319,273939
2023-02-07,TV,3509.59,293734,567195
2023-02-07,Digital,1683.29,308898,1382527
2023-02-07,Social,893.93,225493,495666
2023-02-07,Search,570.37,110050,232101
2023-02-08,TV,2100.68,153222,330276
2023-02-08,Digital,1267.01,260451,941270
2023-02-08,Social,1017.22,246113,633346
2023-02-08,Search,646.23,122542,256428
2023-02-09,TV,2969.76,242211,421521
2023-02-09,Digital,1884.81,347718,1552861
2023-02-09,Social,947.90,215626,593381
2023-02-09,Search,637.25,113107,236192
2023-02-10,TV,3817.11,324590,571764
2023-02-10,Digital,1632.08,313050,1259097
2023-02-10,Social,1038.74,264388,578006
2023-02-10,Search,340.16,59011,142788
2023-02-11,TV,2864.35,219309,414991
2023-02-11,Digital,1243.98,249482,920415
2023-02-11,Social,813.57,212276,497442
2023-02-11,Search,435.16,75945,168855
2023-02-12,TV,2753.58,235497,434687
2023-02-12,Digital,1669.30,327057,1310369
2023-02-12,Social,775.55,201092,432700
2023-02-12,Search,362.78,65213,144968
2023-02-13,TV,3157.28,227934,518063
2023-02-13,Digital,1917.71,376514,1629549
2023-02-13,Social,958.74,235995,569218
2023-02-13,Search,499.31,86215,214252
2023-02-14,TV,3661.05,317574,496003
2023-02-14,Digital,1898.76,356718,1610077
2023-02-14,Social,1043.63,236234,610454
2023-02-14,Search,598.71,101281,215746
2023-02-15,TV,2653.37,217992,365381
2023-02-15,Digital,1818.79,363544,1336853
2023-02-15,Social,786.78,194336,430699
2023-02-15,Search,596.48,99398,226930
2023-02-16,TV,3700.66,285773,548696
2023-02-16,Digital,1767.71,336949,1473462
2023-02-16,Social,1111.00,270271,612883
2023-02-16,Search,533.86,102083,221844
2023-02-17,TV,3928.77,286292,615562
2023-02-17,Digital,1659.80,306937,1442982
2023-02-17,Social,1066.33,267900,649470
2023-02-17,Search,618.78,109105,270503
2023-02-18,TV,3251.16,255130,459857
2023-02-18,Digital,1137.34,219739,979967
2023-02-18,Social,619.90,149465,379918
2023-02-18,Search,413.27,70874,170946
2023-02-19,TV,2095.12,151080,326001
2023-02-19,Digital,1342.10,244217,1006194
2023-02-19,Social,691.28,172069,412616
2023-02-19,Search,533.33,100435,215127
2023-02-20,TV,3367.56,277077,511566
2023-02-20,Digital,1710.43,319093,1396660
2023-02-20,Social,806.18,189036,514414
2023-02-20,Search,586.71,109624,239550
2023-02-21,TV,2486.98,184365,377936
2023-02-21,Digital,1741.25,373366,1334241
2023-02-21,Social,1160.41,314561,671481
2023-02-21,Search,603.10,114270,256461
2023-02-22,TV,4351.66,345361,668064
2023-02-22,Digital,1469.38,299385,1101877
2023-02-22,Social,975.14,230949,635757
2023-02-22,Search,643.26,107901,268674
2023-02-23,TV,3860.81,280864,548809
2023-02-23,Digital,1412.27,264510,1146815
2023-02-23,Social,894.36,204149,549157
2023-02-23,Search,821.38,139804,348158
2023-02-24,TV,2949.00,222350,424383
2023-02-24,Digital,1662.40,343109,1357758
2023-02-24,Social,618.90,139534,384165
2023-02-24,Search,533.35,92766,205707
2023-02-25,TV,3205.75,266207,444974
2023-02-25,Digital,1469.82,287437,1273411
2023-02-25,Social,581.50,150890,357435
2023-02-25,Search,451.98,76503,197403
2023-02-26,TV,2590.52,221016,411007
2023-02-26,Digital,1295.16,284141,976745
2023-02-26,Social,784.16,193393,482297
2023-02-26,Search,519.14,98660,224832
2023-02-27,TV,2802.61,211578,457321
2023-02-27,Digital,1697.58,333687,1419440
2023-02-27,Social,887.55,217379,578175
2023-02-27,Search,540.57,101780,195827
2023-02-28,TV,3383.55,273851,462094
2023-02-28,Digital,1665.08,324920,1208064
2023-02-28,Social,836.81,209344,482425
2023-02-28,Search,527.85,97487,193608
2023-03-01,TV,3694.99,312807,531802
2023-03-01,Digital,1362.20,248118,1176460
2023-03-01,Social,873.12,234370,521070
2023-03-01,Search,687.12,130078,275196
2023-03-02,TV,2896.07,225719,471421
2023-03-02,Digital,1800.84,384794,1420419
2023-03-02,Social,1038.04,246281,610971
2023-03-02,Search,698.65,133423,288533
2023-03-03,TV,2762.09,234648,406321
2023-03-03,Digital,2069.40,451559,1576839
2023-03-03,Social,855.10,216924,489177
2023-03-03,Search,578.97,106194,238336
2023-03-04,TV,2688.98,202968,410371
2023-03-04,Digital,1511.17,318558,1252309
2023-03-04,Social,683.34,177944,438058
2023-03-04,Search,305.52,56073,111879
2023-03-05,TV,2078.84,163887,317394
2023-03-05,Digital,1109.47,227228,854732
2023-03-05,Social,604.95,154179,384782
2023-03-05,Search,547.09,92716,232997
2023-03-06,TV,3458.17,260966,480525
2023-03-06,Digital,1418.95,268036,1155702
2023-03-06,Social,948.37,218165,593899
2023-03-06,Search,537.94,98488,233875
2023-03-07,TV,2655.85,219289,431062
2023-03-07,Digital,1609.76,310975,1233284
2023-03-07,Social,988.19,223147,616608
2023-03-07,Search,537.41,90590,212832
2023-03-08,TV,3292.30,283173,458038
2023-03-08,Digital,937.59,176009,763813
2023-03-08,Social,605.50,164665,348777
2023-03-08,Search,526.02,100869,228465
2023-03-09,TV,3643.49,289211,546963
2023-03-09,Digital,1903.94,380155,1628933
2023-03-09,Social,925.08,250188,513839
2023-03-09,Search,460.52,82068,189474
2023-03-10,TV,3271.64,269963,537124
2023-03-10,Digital,1617.31,309885,1264850
2023-03-10,Social,1098.86,301496,619746
2023-03-10,Search,602.46,113287,244625
2023-03-11,TV,2346.22,196992,357209
2023-03-11,Digital,1406.15,283282,1208131
2023-03-11,Social,682.86,176842,410973
2023-03-11,Search,442.87,82693,181526
2023-03-12,TV,1944.41,145995,302060
2023-03-12,Digital,1144.75,217111,824902
2023-03-12,Social,518.98,120771,304849
2023-03-12,Search,329.61,54813,140795
2023-03-13,TV,4348.39,342109,637151
2023-03-13,Digital,1878.49,348078,1382257
2023-03-13,Social,772.49,202101,480587
2023-03-13,Search,725.74,128186,277395
2023-03-14,TV,2218.99,193390,321030
2023-03-14,Digital,1691.40,355303,1314823
2023-03-14,Social,838.73,229226,478553
2023-03-14,Search,564.48,100203,203471
2023-03-15,TV,3962.15,306675,628423
2023-03-15,Digital,1788.59,351631,1439729
2023-03-15,Social,1038.41,252200,612422
2023-03-15,Search,657.87,114933,253943
2023-03-16,TV,3985.27,341877,569098
2023-03-16,Digital,2129.13,448807,1733532
2023-03-16,Social,789.40,183287,506607
2023-03-16,Search,575.34,97382,231483
2023-03-17,TV,4907.62,354682,776708
2023-03-17,Digital,1218.86,260177,1037604
2023-03-17,Social,1048.08,259538,686494
2023-03-17,Search,461.90,81616,167969
2023-03-18,TV,2068.63,157804,336129
2023-03-18,Digital,1043.03,209136,819610
2023-03-18,Social,771.88,186516,421307
2023-03-18,Search,531.09,97727,213908
2023-03-19,TV,3094.91,266046,487142
2023-03-19,Digital,1337.90,252198,1106275
2023-03-19,Social,862.90,221677,551255
2023-03-19,Search,437.62,78387,174515
2023-03-20,TV,3907.83,317369,584647
2023-03-20,Digital,1300.57,277838,1006460
2023-03-20,Social,962.83,226735,564903
2023-03-20,Search,618.24,106170,223217
2023-03-21,TV,3319.66,249885,523196
2023-03-21,Digital,1758.45,343084,1460587
2023-03-21,Social,852.59,233766,519027
2023-03-21,Search,659.65,118695,271202
2023-03-22,TV,3447.44,249254,500235
2023-03-22,Digital,1880.99,400905,1583420
2023-03-22,Social,1092.00,269297,611769
2023-03-22,Search,598.29,110211,228319
2023-03-23,TV,2843.05,206714,403708
2023-03-23,Digital,1316.73,241751,1140041
2023-03-23,Social,716.69,173156,411125
2023-03-23,Search,479.08,92123,173140
2023-03-24,TV,3541.33,257291,488317
2023-03-24,Digital,1896.10,397734,1566937
2023-03-24,Social,737.93,183017,452471
2023-03-24,Search,582.60,114424,215034
2023-03-25,TV,2410.30,189945,344718
2023-03-25,Digital,1505.34,325699,1209738
2023-03-25,Social,692.22,173814,433929
2023-03-25,Search,434.30,83474,167464
2023-03-26,TV,2081.97,173097,331406
2023-03-26,Digital,983.79,187961,798140
2023-03-26,Social,767.89,181213,504141
2023-03-26,Search,507.95,90138,212802
2023-03-27,TV,2974.44,248255,469076
2023-03-27,Digital,1938.16,361717,1525713
2023-03-27,Social,594.21,139929,381432
2023-03-27,Search,587.72,104593,244482
2023-03-28,TV,3145.13,256157,486602
2023-03-28,Digital,1799.64,370167,1491941
2023-03-28,Social,637.76,160384,412770
2023-03-28,Search,737.11,139695,293001
2023-03-29,TV,2961.01,220141,433623
2023-03-29,Digital,1691.89,329027,1310172
2023-03-29,Social,830.54,211525,450821
2023-03-29,Search,673.48,119297,250684
2023-03-30,TV,3931.42,296904,586617
2023-03-30,Digital,1996.58,395346,1598087
2023-03-30,Social,568.62,153071,322614
2023-03-30,Search,450.71,84037,182925
2023-03-31,TV,4292.62,361466,634673
2023-03-31,Digital,1797.29,382745,1545072
2023-03-31,Social,860.93,212996,534237
2023-03-31,Search,448.37,81549,190466
2023-04-01,TV,3088.78,257148,423527
2023-04-01,Digital,1265.41,267814,996277
2023-04-01,Social,661.02,166075,435386
2023-04-01,Search,470.06,91016,189703
2023-04-02,TV,2502.75,198315,353648
2023-04-02,Digital,1251.71,251052,971875
2023-04-02,Social,798.97,182088,487150
2023-04-02,Search,460.01,80643,201948
2023-04-03,TV,3442.48,257092,550120
2023-04-03,Digital,1338.17,252117,1019918
2023-04-03,Social,764.45,192073,491810
2023-04-03,Search,558.29,109727,231589
2023-04-04,TV,3155.04,257132,490412
2023-04-04,Digital,1780.88,333410,1548841
2023-04-04,Social,945.37,242583,548360
2023-04-04,Search,452.69,74772,194781
2023-04-05,TV,3107.24,251913,493036
2023-04-05,Digital,1651.92,331904,1291663
2023-04-05,Social,775.41,194269,431174
2023-04-05,Search,445.73,85180,183601
2023-04-06,TV,2262.70,176961,357082
2023-04-06,Digital,1735.88,379514,1260014
2023-04-06,Social,1013.82,234798,605987
2023-04-06,Search,628.19,105084,254029
2023-04-07,TV,2861.75,216621,409936
2023-04-07,Digital,1920.60,399979,1586494
2023-04-07,Social,1020.94,260721,606943
2023-04-07,Search,463.94,75930,193514
2023-04-08,TV,3016.55,239405,462816
2023-04-08,Digital,1353.56,290325,1144124
2023-04-08,Social,919.09,215574,535388
2023-04-08,Search,267.51,47631,113430
2023-04-09,TV,1989.42,167618,318697
2023-04-09,Digital,1404.84,289857,1209251
2023-04-09,Social,763.75,195981,474867
2023-04-09,Search,464.64,88112,183626
2023-04-10,TV,3787.95,311745,571010
2023-04-10,Digital,1561.60,319681,1293126
2023-04-10,Social,893.40,232770,512468
2023-04-10,Search,463.33,75805,180425
2023-04-11,TV,3044.44,266539,439436
2023-04-11,Digital,1686.32,324350,1344572
2023-04-11,Social,1193.73,274700,666440
2023-04-11,Search,625.89,106505,257777
2023-04-12,TV,3321.77,260458,547143
2023-04-12,Digital,1769.11,326495,1451461
2023-04-12,Social,656.29,165183,360277
2023-04-12,Search,688.30,112432,282965
2023-04-13,TV,3795.62,300394,518493
2023-04-13,Digital,1504.10,323831,1138813
2023-04-13,Social,1146.77,294006,668404
2023-04-13,Search,540.23,97482,205867
2023-04-14,TV,4052.41,310800,658311
2023-04-14,Digital,1647.77,361829,1402427
2023-04-14,Social,668.21,182212,426134
2023-04-14,Search,643.19,105734,242763
2023-04-15,TV,2811.95,212296,421674
2023-04-15,Digital,1420.65,293330,1220303
2023-04-15,Social,536.96,130644,335477
2023-04-15,Search,554.05,92951,239795
2023-04-16,TV,2309.32,174899,347023
2023-04-16,Digital,1043.39,227948,880455
2023-04-16,Social,697.25,176577,383940
2023-04-16,Search,448.48,81681,194522
2023-04-17,TV,3011.67,264830,427063
2023-04-17,Digital,1387.16,259401,1018833
2023-04-17,Social,1040.99,237811,605473
2023-04-17,Search,456.18,86035,183842
2023-04-18,TV,2607.61,188747,388525
2023-04-18,Digital,1471.33,277039,1128011
2023-04-18,Social,791.15,188080,443994
2023-04-18,Search,629.74,104790,264136
2023-04-19,TV,2822.49,232586,459070
2023-04-19,Digital,1558.19,310831,1306567
2023-04-19,Social,1071.04,263726,635161
2023-04-19,Search,512.18,89181,223242
2023-04-20,TV,3560.54,294208,523878
2023-04-20,Digital,1637.53,330900,1348157
2023-04-20,Social,1173.95,269943,744905
2023-04-20,Search,503.30,86968,192200
2023-04-21,TV,2614.63,190703,399315
2023-04-21,Digital,1749.69,372144,1316715
2023-04-21,Social,758.07,171544,499980
2023-04-21,Search,573.99,105208,239650
2023-04-22,TV,2868.58,237033,473050
2023-04-22,Digital,1434.95,314029,1210099
2023-04-22,Social,748.91,204518,461428
2023-04-22,Search,438.21,86279,184015
2023-04-23,TV,2091.29,163437,333718
2023-04-23,Digital,1167.62,215615,1007082
2023-04-23,Social,592.52,136964,373022
2023-04-23,Search,467.56,92407,183802
2023-04-24,TV,3426.27,301368,539288
2023-04-24,Digital,1695.70,367307,1296299
2023-04-24,Social,1021.89,236794,655937
2023-04-24,Search,388.82,64780,161128
2023-04-25,TV,3800.04,309377,517522
2023-04-25,Digital,1673.34,361418,1260697
2023-04-25,Social,774.78,182874,457518
2023-04-25,Search,600.71,105059,251836
2023-04-26,TV,4248.17,347620,615227
2023-04-26,Digital,1983.62,407488,1515828
2023-04-26,Social,817.29,184989,457440
2023-04-26,Search,605.54,103445,259576
2023-04-27,TV,3802.38,297829,554443
2023-04-27,Digital,1783.94,384024,1324430
2023-04-27,Social,997.34,229887,584486
2023-04-27,Search,421.61,75732,156106
2023-04-28,TV,3532.98,298595,514759
2023-04-28,Digital,2024.69,437704,1581327
2023-04-28,Social,813.62,206767,454777
2023-04-28,Search,517.14,87178,214523
2023-04-29,TV,2022.92,171928,291217
2023-04-29,Digital,1578.54,286976,1191184
2023-04-29,Social,807.03,214442,467113
2023-04-29,Search,342.67,67513,143727
2023-04-30,TV,2521.28,210658,356127
2023-04-30,Digital,1357.08,295127,1187403
2023-04-30,Social,734.90,174752,445288
2023-04-30,Search,286.97,51459,107455
2023-05-01,TV,3714.78,267511,553741
2023-05-01,Digital,1603.73,304143,1214578
2023-05-01,Social,905.39,220824,569196
2023-05-01,Search,647.78,106891,268782
2023-05-02,TV,3151.06,234378,434164
2023-05-02,Digital,2165.19,412314,1829734
2023-05-02,Social,749.13,190640,433010
2023-05-02,Search,594.11,97605,255461
2023-05-03,TV,3490.02,269274,496684
2023-05-03,Digital,1704.42,340579,1345928
2023-05-03,Social,981.98,255234,625056
2023-05-03,Search,598.79,107826,218428
2023-05-04,TV,3298.52,288424,453787
2023-05-04,Digital,1390.59,261772,1019983
2023-05-04,Social,949.79,224569,567750
2023-05-04,Search,584.56,103381,239966
2023-05-05,TV,3488.58,295743,479081
2023-05-05,Digital,1687.93,334622,1227553
2023-05-05,Social,816.98,196894,470694
2023-05-05,Search,461.76,80302,183011
2023-05-06,TV,3122.80,257403,421793
2023-05-06,Digital,1388.60,297922,1182414
2023-05-06,Social,648.98,172260,356065
2023-05-06,Search,392.09,76815,146772
2023-05-07,TV,2592.88,188066,364405
2023-05-07,Digital,1267.26,230855,1106859
2023-05-07,Social,606.82,156166,396306
2023-05-07,Search,456.98,89000,165202
2023-05-08,TV,2961.97,221232,465701
2023-05-08,Digital,2130.91,391731,1803005
2023-05-08,Social,1046.28,237331,604546
2023-05-08,Search,582.78,99783,244233
2023-05-09,TV,3315.98,290910,487628
2023-05-09,Digital,1683.54,363162,1267587
2023-05-09,Social,904.11,209558,503042
2023-05-09,Search,521.14,85125,228935
2023-05-10,TV,3566.12,264206,552552
2023-05-10,Digital,2403.11,437096,1875496
2023-05-10,Social,874.53,225770,536675
2023-05-10,Search,536.45,87800,196364
2023-05-11,TV,3429.00,263717,485919
2023-05-11,Digital,1508.05,277543,1140766
2023-05-11,Social,948.54,231388,622946
2023-05-11,Search,616.10,117475,229597
2023-05-12,TV,3367.47,287307,496202
2023-05-12,Digital,1509.99,288909,1117690
2023-05-12,Social,855.42,205231,544470
2023-05-12,Search,662.89,121930,261347
2023-05-13,TV,2902.82,232782,429274
2023-05-13,Digital,1303.78,248638,1094224
2023-05-13,Social,675.30,163984,400097
2023-05-13,Search,347.76,62018,143833
2023-05-14,TV,2045.23,155192,316716
2023-05-14,Digital,1022.26,206502,838266
2023-05-14,Social,744.69,176196,438305
2023-05-14,Search,498.97,94742,192984
2023-05-15,TV,3632.28,317305,530777
2023-05-15,Digital,1931.57,373373,1652514
2023-05-15,Social,884.14,216176,494169
2023-05-15,Search,712.55,135634,306243
